shang1,shang2,shang3,shang4,shang5,shang6,wordnet1,wordnet2,wordnet3,wordnet4,wordnet5,wordnet6,word1,word2,square,SCS,SCQ1,SCQ2,SCQ3,SCQ4,SCQ5,idf1,idf2,idf3,idf4,ICTF1,ICTF2,ICTF3,ICTF4,a11,a12,a13,PMI1,PMI2,PMI3,PMI4,PMI5,var1,var2,var3,var4,var5,reporter1,reporter2,reporter3,comple1,comple2,comple3,comple4,comple5,read1,read2,read3,read4,read5,read6,read7,read8,cixing1,ci2,ci3,len1,len2,len3,len4,len5,len6,len7,len8,net1,net2,net3,net4,net5,net6,net7,net8,net9,selectrao1,selectrao2,selectrao3,selectrao4,selectrao5,selectrao6,selectrao7,selectrao8,selectrao9,daima200,daima201,daima202,daima203,daima204,daima205,daima206,daima207,daima208,daima209,daima2010,daima2011,daima2012,daima2013,daima2014,daima2015,daima2016,daima2017,daima2018,daima2019,daima2020,daima2021,daima2022,daima2023,daima150,daima151,daima152,daima153,daima154,daima155,daima156,daima157,daima158,daima159,daima1510,daima1511,daima1512,daima1513,daima1514,daima1515,daima1516,daima1517,daima1518,daima1519,daima1520,daima1521,daima1522,daima1523,daima100,daima101,daima102,daima103,daima104,daima105,daima106,daima107,daima108,daima109,daima1010,daima1011,daima1012,daima1013,daima1014,daima1015,daima1016,daima1017,daima1018,daima1019,daima1020,daima1021,daima1022,daima1023,daima50,daima51,daima52,daima53,daima54,daima55,daima56,daima57,daima58,daima59,daima510,daima511,daima512,daima513,daima514,daima515,daima516,daima517,daima518,daima519,daima520,daima521,daima522,daima523,fixcount201,fixcount202,fixcount203,fixcount205,fixcount206,fixcount151,fixcount152,fixcount153,fixcount155,fixcount156,fixcount101,fixcount102,fixcount103,fixcount105,fixcount106,fixcount51,fixcount52,fixcount53,fixcount55,fixcount56,fixfile201,fixfile202,fixfile203,fixfile204,fixfile205,fixfile206,fixfile151,fixfile152,fixfile153,fixfile154,fixfile155,fixfile156,fixfile101,fixfile102,fixfile103,fixfile104,fixfile105,fixfile106,fixfile51,fixfile52,fixfile53,fixfile54,fixfile55,fixfile56,subsquery1,subsquery2,subsquery3,rank1,WIG,kl150,kl151,kl152,kl153,kl154,kl155,kl156,kl157,kl158,kl159,kl1510,kl1511,kl100,kl101,kl102,kl103,kl104,kl105,kl106,kl107,kl108,kl109,kl1010,kl1011,kl50,kl51,kl52,kl53,kl54,kl55,kl56,kl57,kl58,kl59,kl510,kl511,NCQ,CT,fixfile1,fixfile2,fixfile3,fixfile4,fixfile5,idfnew,scqnew,sac,dev1,dev2,dev3,dev4,dev5,time1,hang1,hang2,hang3,hang4,hang5,RS,class20,class1,class5,class10,class15
-20.16318343,-4.296750838,-39.08796442,199.0791603,14.10954146,-19.60180349,3.6,5,9.04,3.006659276,7,0,8,0,0.079496261,10.51542143,16642.80155,5320155.613,2306.546252,5965.945443,305.433078,1.129727951,1.062886613,5.643088406,2.913059298,2.152537129,1.467152728,3.779869973,0.216182398,6.011167222,1.202233444,1.804593336,1.065930809,2.66174487,0,1.009092462,1.018267598,0.021753535,0.059977275,0.00493086,0.017699691,3.13E-04,3,1,0.666666667,0,0,0,0,0,10.562,73.17,6.78,11.3333,10.74596669,12.828,41.66666667,4,0,2,0,42,5,8,0.968245837,5.5,0.9375,7,4,0,0,0,0,0,0,0,0,0,10,0.257377691,-0.177510656,-0.115712675,0.3125791,-1.92735,-0.780438585,-1.07214373,-1.29359971,1.1,0.435889894,0.19,1,3,1,145.95,151.9580452,23091.2475,30,494,5,8.8,5.946427499,35.36,3,23,1,8.9,10.5541461,111.39,8.5,35,0,1.133333333,0.498887652,0.248888889,1,3,1,138.6666667,135.5195763,18365.55556,387,427,11,8.666666667,6.236095645,38.88888889,18,23,1,11.13333333,11.27750958,127.1822222,7,35,0,1.2,0.6,0.36,2,3,1,175.5,144.2943173,20820.85,230.5,427,12,10.5,6.54599114,42.85,19.5,23,1,11.1,10.02447006,100.49,17,31,0,1,0,0,1,1,1,122.2,108.3741667,11744.96,189,299,13,9.6,7.00285656,49.04,6,23,4,6.8,4.955804677,24.56,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.957894737,1.97572526,3.903490305,5,12,5,6.085714286,2.143047611,4.592653061,12,12,5,6.4,2.360790828,5.573333333,5,12,5,7,2.48997992,6.2,8,12,5,2.625,1.653594569,2.734375,0,-5.227511013,1,5,7,7,-0.367440817,-0.115699888,-0.047191048,-0.362313569,-0.637476802,-0.142491817,-0.237865061,-0.38284412,2,5,7,7,-0.31412327,-0.090647954,-0.034702093,-0.271701217,-0.455287695,0.009376884,-0.154124647,-0.226261765,3,4,7,9,-0.36639974,-0.124893491,-0.052089106,-0.276695877,-0.360338449,0.412569404,-0.083942086,-0.102679878,0.003709656,-16.29207179,0.062400516,0.126588702,0.016024699,0.054945381,1.000000238,4.576169041,2080.350194,0.01076371,2.05,12,0,3.247691488,10.5475,100000,162464.85,616159,0,201005.3171,4.04E+10,0.988904,1,1,1,1,1
-19.58272031,0,-63.48803292,502.1968579,22.40974917,-63.48803292,2.727272727,4,10.01652893,3.164890034,10,0,10,3,0.170966331,4.703379696,33072.31011,2.06E+07,4540.349154,16522.42691,0,4.918426467,2.217752571,6.636383905,0,6.182919051,2.486547617,6.636383905,-1.276893239,6.94380151,0.771533501,2.077799284,1.131953245,3.134470925,0,0.997050821,0.99411034,0.01985012,0.157220321,0,0.040186179,0.001614929,10,8,0.7,0,0,0,0,0,4.194545455,95.6882,2.6455,6.2182,6.872983346,6.6391,24.63636364,1.5,0,3,0,51,3,13,2.092533924,6,4.378698225,8,1,0,0,0,0,0,0,0,0,0,11,0.322847841,-0.099194498,-0.060922752,0.362736615,-1.2271,-0.354407765,-0.65284979,-0.68280512,1,0,0,1,1,1,98.55,67.77497695,4593.4475,161.5,255,12,10.8,5.519057891,30.46,19.5,24,3,4.85,6.428646825,41.3275,5.5,30,0,1,0,0,1,1,1,112.2,71.72837653,5144.96,90,255,12,11.33333333,6.139127698,37.68888889,12,24,3,5.933333333,7.056596599,49.79555556,6,30,0,1,0,0,1,1,1,115.1,79.81660228,6370.69,49.5,255,12,12.1,6.394528911,40.89,7,24,3,3.7,2.83019434,8.01,5,9,0,1,0,0,1,1,1,106.8,72.46350806,5250.96,217,217,28,10.2,4.06939799,16.56,17,17,6,4.6,3.136877428,9.84,7,9,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.147368421,2.261664134,5.115124654,5,11,5,6.895238095,2.250603346,5.06521542,8.5,11,5,6.844444444,2.210636465,4.88691358,5,11,5,7.9,2.343074903,5.49,8.5,11,6,2.307692308,2.523264533,6.366863905,0,-7.898112455,1,4,8,9,-0.636834661,-0.087155999,-0.021428679,-0.679444157,-0.810227573,-0.053568527,-0.121377528,-0.293167859,2,7,8,10,-0.632259671,-0.137834976,-0.040874241,-0.596320145,-0.989465296,-0.278664991,-0.384147882,-0.420798331,4,5,8,11,-0.747044796,-0.320954662,-0.153950543,-0.658982657,-1.923350155,-1.004246399,-1.19443053,-1.410234779,0.003786861,-36.02660447,0.101030504,0.183046592,0.033506055,0.001207502,1.000000238,3.497396603,2544.023854,0.27421168,1.85,6,0,1.796524422,3.2275,100000,236570.05,346673,0,154885.3852,2.40E+10,0.989483,1,0,0,1,1
-17.61997618,0,-259.8708146,2286.772715,47.82021241,0,1.192307692,4,7.886094675,2.808219129,15,0,313,91,0.601904762,52.28778621,1962004.8,3.43E+07,5854.777836,29754.77063,0,12.16798259,3.488263549,8.82834762,0,8.928042629,2.987983037,8.82834762,-0.992355971,93.0787093,1.454354833,5.658844355,1.087764221,8.82834762,-2.512350767,1.572291569,2.472100778,0.017987209,0.224820732,0,0.030945256,9.58E-04,3,0,0.333333333,0,0,0,0,0,106.9413563,-388.9144,79.5124,32.2989,24.67948339,113.8905,83.50574713,17,1,43,1,2631,6,404,4.307183189,3,18.55182703,26,1,0,0,0,0,0,0,0,0,0,8,0.517989214,-0.021585833,-0.004761514,0.538065008,-0.3937105,-0.00919015,-0.12426065,-0.14584487,1,0,0,1,1,1,337.05,497.7578201,247762.8475,55.5,2138,19,16.95,17.04545394,290.5475,6.5,65,2,11.15,13.45464604,181.0275,1,52,0,1,0,0,1,1,1,273.6666667,305.018178,93036.08889,140,1019,22,14.8,13.58528616,184.56,7,52,2,12.13333333,14.67363471,215.3155556,6,52,0,1,0,0,1,1,1,277.7,308.5605451,95209.61,798.5,1019,30,16.5,14.69863939,216.05,41.5,52,3,9.3,10.46947945,109.61,14,30,0,1,0,0,1,1,1,343,379.9721042,144378.8,510,1019,54,19.2,17.94881612,322.16,25,52,5,11.4,12.25724276,150.24,30,30,0,7,8.934102183,79.81818182,28,1,10,10.15592719,103.1428571,28,1,7,6.831300511,46.66666667,17,1,5,0,0,5,5,5.636842105,1.768052907,3.12601108,5,13,5,5.80952381,2.084387488,4.344671202,7.5,13,5,6.066666667,2.28424556,5.217777778,5,13,5,5.8,1.777638883,3.16,5.5,11,5,0.388613861,0.633213601,0.400959465,99,-49.08945188,2,4,7,8,0.110370372,0.034577187,0.01159406,0.100716084,0.353503108,0.266091108,0.253284454,0.229924589,2,4,5,5,0.123506178,-0.067817248,-0.029683878,0.168977633,0.103794456,0.035039306,-0.052716434,-0.1073668,2,3,4,5,-0.05211844,-0.246006929,-0.151514102,0.051176608,-0.940971375,-0.791352153,-0.977961123,-1.018971682,0.002180016,-6.317561516,0.051588495,0.140443428,0.019724357,0.010673815,1.000000238,3.631617786,4856.447526,-0.573170477,29.1,169,1,46.11062784,2126.19,1.54E+10,251685.55,634952,2112,240793.2392,5.80E+10,0.987271,0,0,0,0,0
-30.41866082,0,-257.9571127,3008.653502,54.85119417,-79.66495228,1.753846154,6,11.13940828,3.33757521,21,0,103,34,0.618754579,16.00118657,390398.5606,1.99E+07,4457.189213,22007.4689,0,8.191337817,2.86205133,8.82834762,0,9.208591567,3.034566125,8.82834762,-0.431734844,65.15140602,1.329620531,4.694548627,1.13507067,8.82834762,-2.750309404,1.361495726,1.853670612,0.035009116,0.247568795,0,0.063610443,0.004046288,13,1,0.384615385,0,0,0,0,0,64.2348,-180.623,50.874,30.8,23.1246118,59.4632,88,19,1,15,3,929,6,137,5.480842985,6,30.03963983,40,1,0,0,0,0,0,0,0,0,0,9,0.548264013,0.003263097,4.84E-04,0.563719342,-0.20703,-0.1744721,-0.26101906,-0.25279445,1,0,0,1,1,1,352.45,319.8358133,102294.9475,429.5,1019,2,25.5,19.76992666,390.85,16.5,60,0,9.75,12.89137308,166.1875,13.5,45,0,1,0,0,1,1,1,367.6666667,354.4533193,125637.1556,127,1019,20,22.8,19.12833849,365.8933333,19,60,1,12.26666667,13.77663078,189.7955556,0,45,0,1,0,0,1,1,1,267.5,328.5833989,107967.05,405.5,1019,20,15.8,16.83330033,283.36,23,52,1,8.7,10.8078675,116.81,14,30,0,1,0,0,1,1,1,265,378.6169568,143350.8,34,1019,34,14.2,19.00947132,361.36,1,52,1,6.6,7.989993742,63.84,1,22,0,7,8.306623863,69,28,1,7,9.012337223,81.22222222,28,1,10,9.899494937,98,28,1,12,10.98863049,120.75,28,1,5.447368421,1.449089885,2.099861496,5,13,5,5.438095238,1.536376749,2.360453515,5.5,13,5,5.755555556,2.001727649,4.00691358,5,13,5,6,2.366431913,5.6,5.5,13,5,0.343065693,0.768332693,0.590335127,99,-16.80681515,1,3,6,6,-0.604934062,-0.172936266,-0.04064136,-0.578842014,-1.2355178,-0.583534032,-0.638100117,-0.734614857,1,4,4,4,-0.657013752,-0.36777143,-0.158083938,-0.524766266,-1.945856631,-1.23685506,-1.407452673,-1.507474847,2,2,4,4,-0.647946778,-0.410201848,-0.193727388,-0.493928581,-2.247473538,-1.45585987,-1.749568135,-1.818810649,0.002571684,-4.304423251,0.067103422,0.152193089,0.023162736,0.00234067,1.000000238,3.756940176,2849.62453,-0.42639183,33.2,169,1,41.93757265,1758.76,1.37E+09,143751.05,634952,30,199039.5636,3.96E+10,0.990314,0,0,0,0,0
-18.30403627,0,-90.58221071,607.7933153,24.65346457,-5.186876563,2.466666667,4,8.548888889,2.923848301,12,0,81,14,0.808296943,8.018404901,189398.8705,6173748.367,2484.702873,16549.30558,0,4.164312098,2.040664622,7.043159916,0,4.45218962,2.110021237,7.043159916,-1.276557471,45.46841375,0.909368275,2.948264754,0.815012101,4.558253266,-1.906140314,0.8488268,0.720506936,0.035863491,0.397654314,0,0.069547809,0.004836898,4,3,0.25,0,0,1,0,0,17.87165663,58.7058,12.8034,17.7512,14.12429773,12.9227,57.6310241,8.25,5,18,15,506,5,95,1.545397958,4,2.388254848,11,2,0,0,0,0,0,0,0,0,0,10,0.487780956,-0.011169132,-0.002593479,0.491599468,0.176432275,0.120279775,0.13505819,0.134846295,1.45,1.116915395,1.2475,1,5,1,374.5,377.4568187,142473.65,387,1573,8,24.35,22.10718209,488.7275,33,94,2,8.9,8.8141931,77.69,10.5,40,0,1.6,1.254325848,1.573333333,1,5,1,469.0666667,388.7606747,151134.8622,127,1573,42,29.13333333,23.21455482,538.9155556,19,94,4,9.666666667,9.133576639,83.42222222,0,40,0,1.7,1.417744688,2.01,3,5,1,435.6,449.846685,202362.04,463,1573,42,29.4,26.4620483,700.24,31.5,94,5,9.9,11.13058848,123.89,11.5,40,0,2.4,1.743559577,3.04,1,5,1,472.4,564.4720011,318628.64,341,1573,45,36.2,32.43084951,1051.76,15,94,9,13.2,14.10531815,198.96,4,40,3,1,0.707106781,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.384210526,1.279293867,1.636592798,5,13,5,5.352380952,1.272275445,1.618684807,7.5,13,5,5.355555556,1.384927685,1.918024691,5,13,5,5.1,0.3,0.09,5.5,6,5,0.252631579,0.542284079,0.294072022,0,-18.89879501,2,3,8,10,-0.469398323,-0.15820193,-0.038725928,-0.40090587,-0.915744811,-0.413597465,-0.52648747,-0.552929386,1,4,7,11,-0.26245463,-0.133206719,-0.029277871,-0.220388047,-0.818903595,-0.551980197,-0.603031158,-0.614051029,2,3,6,9,-0.392221793,-0.338070679,-0.143563982,-0.284252159,-1.791562587,-1.398058832,-1.512416482,-1.56703718,0.002073896,-125.9008707,0.101854967,0.183303415,0.033600142,0.014786527,1.000000238,2.976782421,1993.672321,-0.229889634,3.75,16,0,4.978704651,24.7875,100000,127773.55,366640,0,159682.7893,2.55E+10,0.991198,0,0,0,0,0
-44.15762131,0,-257.2490911,6212.127389,78.81705011,-244.3383719,2.35,2,10.7275,3.275286247,13,0,22,3,0.244939566,6.681232579,91757.05531,1.56E+07,3953.706658,12241.42471,0,7.182948081,2.680102252,8.834482609,0,7.064832152,2.657975198,8.834482609,0,21.14526185,1.243838933,3.396946047,1.321958013,6.531897516,0,1.247310144,1.555782596,0.027457237,0.083659065,0,0.021562043,4.65E-04,83,0,0.554216867,0,0,0,0,0,13.16014184,45.1333,10.8562,8.8199,8.477225575,15.7453,32.68794326,2.666666667,2,5,2,150,6,25,2.842534081,12,8.08,14,3,0,0,0,0,0,0,0,0,0,13,0.533321807,0.007245009,5.67E-04,0.535377625,-0.03994005,-0.0788768,-0.01365962,-0.0316767,1.05,0.217944947,0.0475,1,2,1,242.5,388.8338334,151191.75,31.5,1539,4,15.95,20.63607279,425.8475,4,77,1,5.25,9.797321062,95.9875,1.5,42,0,1,0,0,1,1,1,285.4,436.4573748,190495.04,1019,1539,11,16.6,21.59259132,466.24,52,77,2,6.4,11.05621997,122.24,22,42,0,1,0,0,1,1,1,324.3,500.5992509,250599.61,25,1539,14,19.3,24.94012831,622.01,4,77,2,8.3,13.03111661,169.81,1.5,42,0,1,0,0,1,1,1,418.2,572.686092,327969.36,108,1539,14,25,28.41126537,807.2,6,77,2,11,16.0249805,256.8,0,42,0,7,9.103570728,82.875,28,1,5,5.322906474,28.33333333,15,1,6,6.191391874,38.33333333,15,1,3,0,0,3,3,5.515789474,1.527730742,2.333961219,5,13,5,5.819047619,1.886195225,3.557732426,7.5,13,5,5.644444444,1.675384607,2.80691358,5,13,5,5.1,0.3,0.09,5,6,5,0.76,0.906862724,0.8224,0,-12.42324441,1,2,2,3,-0.947087566,-0.361029039,-0.162452506,-0.793329999,-1.957276255,-0.65693301,-1.157137424,-1.284783795,1,2,2,3,-0.86540179,-0.380695217,-0.178788531,-0.722992346,-1.933551699,-0.890803039,-1.206446975,-1.323810354,1,3,3,5,-0.561619417,-0.297687597,-0.115094749,-0.50691013,-1.556313187,-0.821998537,-1.042889744,-1.195712462,0.003286625,0,0.051807474,0.141500677,0.020022441,0.039848207,1.000000238,4.216201882,3670.282212,0.074620623,20.85,169,1,40.88187251,1671.3275,8.05E+09,193259.9,634952,575,273597.8201,7.49E+10,0.988789,1,0,1,1,1
-22.29339294,0,-90.47521489,537.912997,23.19295145,0,1.133333333,0,7.315555556,2.70472837,10,0,24,4,0.159028414,13.51524861,14188.26166,300523.2814,548.2000378,1447.107356,0,4.715197055,2.17145045,7.687997166,0,4.908553163,2.215525482,6.994849986,0,19.10431069,1.469562361,4.135935153,1.019276555,6.994849986,-0.395331442,1.474624476,2.174517346,0.021550935,0.115350965,0,0.024004071,5.76E-04,12,10,0.666666667,0,0,0,0,0,16.93545455,13.1966,15.5177,15.0848,13.24695077,20.0421,46.8030303,5,1,1,0,148,5,28,2.616665583,11,6.846938776,12,2,0,0,0,0,0,0,0,0,0,11,0.381061009,-0.002701413,-0.005062633,0.39451051,-0.651315,0.03625436,-0.15797443,-0.189421865,2.05,3.761316259,14.1475,9.5,18,1,188.45,281.817401,79421.0475,780.5,1296,6,18,28.41830396,807.6,75,128,0,12.85,16.76387485,281.0275,35.5,56,0,2.133333333,4.240545038,17.98222222,1,18,1,217.6666667,312.1676188,97448.62222,95,1296,6,19.8,30.86573073,952.6933333,11,128,0,14.86666667,18.29705502,334.7822222,13,56,0,2.7,5.1,26.01,1,18,1,220.6,363.0041873,131772.04,109.5,1296,12,22.9,36.60177591,1339.69,7,128,1,13.5,17.91228629,320.85,8.5,56,0,1,0,0,1,1,1,114.2,71.48258529,5109.76,189,190,12,12.6,14.81350735,219.44,41,41,1,11.8,14.20422472,201.76,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.689473684,3.068240493,9.414099723,5,12,5,9.028571429,2.961521947,8.770612245,12,12,5,9.377777778,3.078880669,9.479506173,5.5,12,5,9.3,2.722131518,7.41,11.5,12,6,2.392857143,3.074541612,9.452806122,0,-7.163447309,1,1,6,9,-1.013936539,-0.429314485,-0.258737327,-0.970038816,-2.189273119,-0.888329953,-1.189490467,-1.567011729,1,3,9,13,-0.587705623,-0.18298568,-0.065206344,-0.563905761,-1.095241785,-0.328588337,-0.531613857,-0.622557059,2,4,7,10,-0.567926529,-0.273930908,-0.122527086,-0.493496194,-1.388181806,-0.667872399,-0.893786758,-1.008245662,0.00474902,0,0.052923693,0.121894005,0.014858148,0.075775646,1.000000238,4.294335864,506.7236307,0.169331386,1.65,5,0,1.492481156,2.2275,100000,191285,344233,0,168905.5604,2.85E+10,0.989139,1,1,1,1,1
-12.60370455,-2.994869724,-49.01111184,190.8169964,13.81365253,-7.387885487,3.375,3,8.984375,2.997394702,8,0,12,0,0.317808219,7.864086007,41203.89011,4445399.529,2108.411613,6091.388068,86.18620011,1.640012038,1.280629548,5.745746674,1.762067679,3.043002951,1.74442052,5.052599493,-0.391671786,6.136168703,0.767021088,2.000342439,1.134936716,1.906294361,0,0.447739747,0.200470881,0.027386176,0.077542263,0.006324188,0.01696035,2.88E-04,14,12,0.714285714,0,0,0,0,0,13.7275,69.675,9.5033,11.2667,8.477225575,11.9092,57.33333333,8,0,3,3,66,5,12,0.957427108,6,0.916666667,6,3,0,0,0,0,0,0,0,0,0,8,0.438169067,-0.073067016,-0.021131968,0.49740245,-0.334529175,0.015003275,-0.04731326,-0.055370825,1.6,1.2,1.44,1,5,1,110.7,91.31708493,8338.81,149,290,7,11.2,10.64236816,113.26,21,32,0,5.95,5.389573267,29.0475,5,25,1,1.333333333,0.788810638,0.622222222,2,4,1,101.2,82.9828898,6886.16,9,290,7,10.4,10.44222199,109.04,0,32,0,4.6,3.072458299,9.44,2,13,1,1.2,0.4,0.16,1,2,1,80.6,84.81179163,7193.04,88.5,290,7,7.7,9.476813811,89.81,5,32,0,3.3,1.268857754,1.61,3.5,5,1,1,0,0,1,1,1,132.6,89.5312236,8015.84,88,290,32,12.4,10.66958293,113.84,14,32,3,3.4,1.356465997,1.84,5,5,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,6.384210526,2.57002215,6.60501385,5,13,5,6.723809524,2.819980541,7.952290249,5.5,13,5,6.777777778,2.78798126,7.772839506,5,13,5,9,3.31662479,11,12.5,13,5,1.916666667,1.656217243,2.743055556,0,-12.35190107,2,4,6,7,-0.341449839,-0.131444912,-0.047501299,-0.357130945,-0.63065052,-0.152393401,-0.271398127,-0.42019558,2,4,6,6,0.12779246,-0.162386795,-0.063707568,0.176408514,-0.518885493,-0.723106742,-0.696416557,-0.713346511,3,4,6,7,0.162350529,-0.175048478,-0.070891406,0.19004795,-0.544545174,-0.760244191,-0.732661247,-0.787116289,0.002985008,-52.26986319,0.059255547,0.129762013,0.01683818,0.00903973,1.000000238,3.198665986,3433.657509,0.183287981,3.5,7,0,3.5,12.25,100000,294233,588466,0,294233,8.66E+10,0.989482,1,0,1,1,1
-33.70005054,0,-264.3062189,5078.415156,71.26299991,-127.0591338,2.202702703,0,15.08053324,3.883366225,21,0,155,107,0.297655454,20.80128922,676636.0282,1.90E+07,4355.092644,19085.26743,0,11.04093286,3.322789922,8.834482609,0,7.585658103,2.754207346,8.834482609,0,65.94007223,1.533490052,5.663094322,0.982914685,8.834482609,-1.294465808,1.338974226,1.792851979,0.014260586,0.186352464,0,0.022115064,4.89E-04,0,0,0,1,0,0,0,0,80.36369146,-245.2174,57.4821,29.3565,23,85.5333,95.70523416,22.33333333,0,17,3,1602,6,262,5.663113838,10,32.07085834,28,1,0,0,0,0,0,0,0,0,0,7,0.553120112,0.009458008,0.001695204,0.55271112,-0.33134762,-0.10964677,-0.14449347,-0.27745067,1.95,3.707762128,13.7475,1,18,1,434.95,369.4437,136488.6475,368,1417,23,32.25,34.44542785,1186.4875,11.5,136,2,10.3,13.66784548,186.81,2.5,56,0,2.133333333,4.240545038,17.98222222,1,18,1,506.9333333,396.018765,156830.8622,527,1417,23,34.46666667,36.22497604,1312.248889,99,136,2,11.4,15.24816929,232.5066667,28,56,0,2.7,5.1,26.01,9.5,18,1,404.8,415.9110001,172981.96,872.5,1417,23,37,43.10220412,1857.8,88.5,136,2,10.5,17.20610357,296.05,29.5,56,0,1,0,0,1,1,1,243,157.9860753,24959.6,71,421,36,22.6,15.64097184,244.64,6,41,2,3.2,4.06939799,16.56,0,11,0,9,8.738628975,76.36363636,28,1,11,9.185586535,84.375,28,1,13,9.695359715,94,28,1,6,6.055300708,36.66666667,15,1,5.352631579,1.212595486,1.470387812,5,13,5,5.4,1.254325848,1.573333333,5.5,13,5,5.044444444,0.206080411,0.042469136,5,6,5,5,0,0,5,5,5,0.427480916,0.659985361,0.435580677,0,-22.06477737,1,2,6,8,-0.685080456,-0.124626883,-0.028774712,-0.616983898,-1.061449975,-0.333837062,-0.442779034,-0.44192116,1,5,7,7,-0.418930788,-0.138621704,-0.033945919,-0.354656555,-0.886699766,-0.419733614,-0.530515343,-0.557553992,2,2,7,8,-0.374980665,-0.357780102,-0.166024315,-0.246138252,-1.862392396,-1.55780974,-1.614968836,-1.625914916,0.002255057,-3.88178693,0.060199262,0.156809319,0.024589163,0.009187894,1.000000238,3.322810634,2582.58026,-0.29259625,34.35,169,1,39.99284311,1599.4275,2.01E+10,189741.05,634952,205,266367.4308,7.10E+10,0.990543,0,0,0,0,0
-9.243455278,0,-72.83298125,246.3351279,15.69506699,0,2.615384615,15,16.15976331,4.019920809,21,0,82,45,0.787363834,9.554664611,210803.0839,4655570.576,2157.677125,6770.646426,0,4.128177194,2.031791622,7.738488122,0,3.996410659,1.999102463,7.738488122,-0.737674719,29.23132722,0.811981312,3.135498313,0.74862397,4.9658994,-1.697313114,0.711102906,0.505667343,0.049402183,0.397791196,0,0.101268703,0.01025535,20,9,0.8,0,0,1,0,0,78.70082569,-148.2862,61.0209,50.9394,27.49489743,40.9875,153.9541284,49,0,2,1,791,6,127,3.703985885,6,13.71951144,20,1,0,0,0,0,0,0,0,0,0,7,0.453935356,0.002598765,4.78E-04,0.454807039,-0.17824623,-0.00608953,-0.017423055,-0.02715377,1.35,1.152171862,1.3275,2,6,1,409.75,498.4774694,248479.7875,290.5,1643,12,23.5,23.85476892,569.05,23.5,94,3,10.2,11.43066052,130.66,9,40,0,1.466666667,1.30979218,1.715555556,1,6,1,459.6666667,540.4870232,292126.2222,19,1643,19,22.33333333,25.08563112,629.2888889,4,94,4,10.66666667,12.05911366,145.4222222,2,40,0,1.7,1.55241747,2.41,3.5,6,1,581.2,612.3995101,375033.16,505,1643,19,27.6,28.90397896,835.44,31,94,4,13.6,13.6689429,186.84,16,40,1,1,0,0,1,1,1,363.8,605.3899239,366496.96,1573,1573,19,25.6,34.35462123,1180.24,94,94,4,10.6,15.00133327,225.04,40,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.694736842,1.720304038,2.959445983,5,12,5,5.523809524,1.537439046,2.363718821,10,12,5,5.511111111,1.408264846,1.983209877,5,10,5,6.5,2.291287847,5.25,10,10,5,0.42519685,1.00799704,1.016058032,0,-15.44500904,1,4,7,8,-0.450312966,-0.219059286,-0.057804163,-0.402521089,-0.939537361,-0.376651332,-0.529532701,-0.6625368,1,5,6,6,-0.492677286,-0.266269481,-0.082832365,-0.382032678,-1.080428317,-0.407937631,-0.697933942,-0.779749721,1,3,5,7,-0.305854619,-0.35930221,-0.14520029,-0.22971113,-1.852410272,-1.606251523,-1.618794084,-1.687487572,0.002977451,-1.0781001,0.075195088,0.142693353,0.020361393,0.041438436,1.000000238,2.337012051,1659.866802,-0.039572711,4.8,17,0,5.230678732,27.36,100000,136712.5,367205,0,163112.8373,2.66E+10,0.989184,0,0,0,0,0
